CPUID:,0x906ED
Processor:,Intel Core i7 9700K (Coffee Lake)
Platform:,LGA 1151 (Socket H4)
Revision:,R0
Lithography:,14nm

Session start:,22:14:57 - November 02 - 2020

Time,Core 0 Temp. (�),Core 1 Temp. (�),Core 2 Temp. (�),Core 3 Temp. (�),Core 4 Temp. (�),Core 5 Temp. (�),Core 6 Temp. (�),Core 7 Temp. (�),,Core 0,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 1,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 2,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 3,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 4,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 5,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 6,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 7,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),CPU 0 Power,
22:56:17 11/02/20,34,32,33,31,33,31,32,31,,,29,56,6,1597.26,,30,57,11,1597.26,,29,62,9,1597.26,,28,56,13,1597.26,,29,58,2,1597.26,,27,56,8,1597.26,,29,56,5,1597.26,,28,58,6,1597.26,18.2,
22:56:27 11/02/20,34,33,33,32,33,31,33,31,,,29,56,4,3993.16,,30,57,4,3993.16,,29,62,6,3993.16,,28,56,3,3993.16,,29,58,2,3993.16,,27,56,1,3993.16,,29,56,3,3993.16,,28,58,0,3993.16,17.3,
22:56:37 11/02/20,35,36,34,33,35,32,33,33,,,29,56,7,4492.31,,30,57,5,4592.13,,29,62,2,4592.13,,28,56,5,4592.13,,29,58,1,4592.13,,27,56,2,4592.13,,29,56,0,4592.13,,28,58,1,4592.13,17.2,
22:56:47 11/02/20,33,34,33,32,34,31,33,32,,,29,56,10,4592.13,,30,57,16,4592.13,,29,62,13,4592.13,,28,56,8,4592.13,,29,58,10,4592.13,,27,56,2,4592.13,,29,56,13,4592.13,,28,58,13,4592.13,12.5,
22:56:57 11/02/20,34,33,33,32,33,32,32,31,,,29,56,9,798.63,,30,57,12,798.63,,29,62,8,798.63,,28,56,8,798.63,,29,58,5,798.63,,27,56,9,798.63,,29,56,8,798.63,,28,58,8,798.63,16.1,
22:57:07 11/02/20,35,34,35,32,33,32,33,32,,,29,56,15,3693.67,,30,57,25,3693.67,,29,62,18,3693.67,,28,56,12,3693.67,,29,58,18,3693.67,,27,56,7,3693.67,,29,56,9,3693.67,,28,58,16,3693.67,33.6,
22:57:17 11/02/20,33,33,32,31,32,31,33,31,,,29,56,3,998.29,,30,57,6,998.29,,29,62,4,998.29,,28,56,3,998.29,,29,58,3,998.29,,27,56,3,998.29,,29,56,6,998.29,,28,58,8,998.29,19.2,
22:57:27 11/02/20,33,33,33,31,32,31,32,31,,,29,56,3,3494.02,,30,57,8,3194.53,,29,62,2,3194.53,,28,56,3,3194.53,,29,58,3,3194.53,,27,56,5,3194.53,,29,56,5,3194.53,,28,58,2,3194.53,14.8,
22:57:37 11/02/20,34,34,34,32,33,32,33,32,,,29,56,7,4592.13,,30,57,5,4592.13,,29,62,5,4592.13,,28,56,3,4592.13,,29,58,0,4592.13,,27,56,3,4592.13,,29,56,1,4592.13,,28,58,3,4592.13,18.2,
22:57:47 11/02/20,34,33,33,31,33,31,32,31,,,29,56,8,3993.16,,30,57,13,3993.16,,29,62,12,3993.16,,28,56,4,3993.16,,29,58,7,3993.16,,27,56,2,3993.16,,29,56,5,3993.16,,28,58,1,3993.16,13.4,
22:57:57 11/02/20,33,33,33,31,33,31,33,31,,,29,56,2,2495.73,,30,57,6,2495.73,,29,62,9,2495.73,,28,56,5,2495.73,,29,58,2,2196.24,,27,56,2,2196.24,,29,56,2,2196.24,,28,58,2,2196.24,15.3,
22:58:07 11/02/20,35,35,37,31,34,32,33,33,,,29,56,3,4592.13,,30,57,17,4592.13,,29,62,11,4592.13,,28,56,9,4592.13,,29,58,6,4592.13,,27,56,6,4592.13,,29,56,6,4592.13,,28,58,7,4592.13,16.7,
22:58:17 11/02/20,33,33,33,31,32,31,32,31,,,29,56,9,1697.09,,30,57,9,1697.09,,29,62,4,1697.09,,28,56,9,1697.09,,29,58,6,1697.09,,27,56,6,1697.09,,29,56,0,1697.09,,28,58,0,1697.09,13.2,
22:58:27 11/02/20,34,34,33,31,33,31,32,31,,,29,56,4,3993.16,,30,57,13,3993.16,,29,62,10,3993.16,,28,56,10,3993.16,,29,58,4,3993.16,,27,56,7,3993.16,,29,56,4,3993.16,,28,58,6,3993.16,15.8,
22:58:37 11/02/20,33,32,32,30,32,30,32,31,,,29,56,7,1996.58,,30,57,15,1996.58,,29,62,19,1996.58,,28,56,16,1996.58,,29,58,16,1996.58,,27,56,8,1996.58,,29,56,8,1996.58,,28,58,13,1996.58,10.1,
22:58:47 11/02/20,34,34,33,31,32,32,33,33,,,29,56,9,4492.31,,30,57,7,4592.13,,29,62,16,4592.13,,28,56,9,4592.13,,29,58,10,4492.31,,27,56,13,4592.13,,29,56,15,4592.13,,28,58,5,4592.13,8.8,
22:58:57 11/02/20,33,32,32,30,31,30,32,30,,,29,56,3,1697.09,,30,57,1,1697.09,,29,62,4,1697.09,,28,56,4,1697.09,,29,58,6,1697.09,,27,56,3,1697.09,,29,56,4,1697.09,,28,58,8,1697.09,14.4,
22:59:07 11/02/20,33,32,32,30,31,30,31,31,,,29,56,8,1697.09,,30,57,15,1697.09,,29,62,11,1697.09,,28,56,1,1697.09,,29,58,0,1697.09,,27,56,3,1697.09,,29,56,6,1697.09,,28,58,4,1697.09,12.8,
22:59:17 11/02/20,35,34,34,31,32,31,32,31,,,29,56,9,4592.13,,30,57,17,4592.13,,29,62,15,4592.13,,28,56,7,4592.13,,29,58,7,4592.13,,27,56,12,4592.13,,29,56,9,4592.13,,28,58,12,4592.13,12.2,
22:59:27 11/02/20,33,32,32,31,32,31,31,31,,,29,56,4,1896.75,,30,57,18,1896.75,,29,62,11,1896.75,,28,56,4,1896.75,,29,58,9,1896.75,,27,56,6,1896.75,,29,56,9,1896.75,,28,58,9,1896.75,12.6,
22:59:37 11/02/20,35,34,33,31,33,31,33,31,,,29,56,9,4292.65,,30,57,12,4292.65,,29,62,19,4292.65,,28,56,12,4292.65,,29,58,11,4292.65,,27,56,11,4292.65,,29,56,8,4292.65,,28,58,5,4292.65,10.0,
22:59:47 11/02/20,32,32,32,30,31,29,31,30,,,29,56,9,1996.58,,30,57,6,1996.58,,29,62,5,1996.58,,28,56,3,1996.58,,29,58,9,1996.58,,27,56,5,1996.58,,29,56,1,1996.58,,28,58,9,1996.58,16.4,
22:59:57 11/02/20,33,33,33,31,33,31,32,31,,,29,56,7,4592.13,,30,57,14,4592.13,,29,62,14,4592.13,,28,56,7,4592.13,,29,58,11,4592.13,,27,56,6,4592.13,,29,56,4,4592.13,,28,58,12,4592.13,15.0,
23:00:07 11/02/20,33,33,32,30,33,31,32,30,,,29,56,8,3993.16,,30,57,5,3993.16,,29,62,8,3993.16,,28,56,9,3993.16,,29,58,6,3993.16,,27,56,9,3993.16,,29,56,11,3993.16,,28,58,14,3993.16,13.1,
23:00:17 11/02/20,34,34,34,32,33,32,33,32,,,29,56,7,4592.13,,30,57,10,4592.13,,29,62,7,4592.13,,28,56,4,4592.13,,29,58,4,4592.13,,27,56,4,4592.13,,29,56,4,4592.13,,28,58,10,4592.13,14.9,
23:00:27 11/02/20,35,34,34,32,33,32,33,33,,,29,56,6,4192.82,,30,57,9,4192.82,,29,62,7,4192.82,,28,56,6,4192.82,,29,58,7,4192.82,,27,56,7,4192.82,,29,56,4,4192.82,,28,58,3,4192.82,17.2,
23:00:37 11/02/20,35,34,35,33,34,33,33,32,,,29,56,8,3693.67,,30,57,11,3693.67,,29,62,8,3693.67,,28,56,8,3693.67,,29,58,3,3693.67,,27,56,5,3693.67,,29,56,3,3693.67,,28,58,3,3693.67,15.2,
23:00:47 11/02/20,38,40,39,38,39,47,36,36,,,29,56,21,4492.31,,30,57,21,4592.13,,29,62,27,4592.13,,28,56,13,4492.31,,29,58,24,4492.31,,27,56,24,4592.13,,29,56,16,4592.13,,28,58,19,4592.13,38.4,
23:00:57 11/02/20,38,39,38,37,38,36,50,36,,,29,56,11,4592.13,,30,57,20,4592.13,,29,62,20,4592.13,,28,56,14,4592.13,,29,58,20,4492.31,,27,56,7,4592.13,,29,56,17,4592.13,,28,58,11,4592.13,40.4,
23:01:07 11/02/20,33,32,31,29,31,31,31,31,,,29,56,7,798.63,,30,57,9,798.63,,29,62,15,798.63,,28,56,1,798.63,,29,58,12,798.63,,27,56,4,798.63,,29,56,0,798.63,,28,58,6,798.63,4.3,
23:01:17 11/02/20,32,31,31,29,32,30,32,29,,,29,56,4,998.29,,30,57,13,998.29,,29,62,8,998.29,,28,56,7,998.29,,29,58,11,998.29,,27,56,5,998.29,,29,56,0,998.29,,28,58,8,998.29,5.3,
23:01:27 11/02/20,32,32,31,30,31,30,31,30,,,29,56,8,998.29,,30,57,13,998.29,,29,62,9,998.29,,28,56,1,998.29,,29,58,8,998.29,,27,56,4,998.29,,29,56,5,998.29,,28,58,8,998.29,7.0,
23:01:37 11/02/20,32,31,32,31,31,30,31,30,,,29,56,8,798.63,,30,57,13,798.63,,29,62,14,798.63,,28,56,10,798.63,,29,58,6,798.63,,27,56,5,798.63,,29,56,0,798.63,,28,58,14,798.63,12.8,
23:01:47 11/02/20,48,59,46,43,44,42,42,42,,,29,59,55,4492.31,,30,59,43,4492.31,,29,62,38,4492.31,,28,56,38,4492.31,,29,58,34,4492.31,,27,56,34,4492.31,,29,56,29,4492.31,,28,58,24,4492.31,74.2,
23:01:57 11/02/20,37,36,37,36,39,35,49,37,,,29,59,12,4592.13,,30,59,14,4592.13,,29,62,15,4592.13,,28,56,1,4592.13,,29,58,17,4592.13,,27,56,15,4592.13,,29,56,45,4592.13,,28,58,5,4592.13,36.1,
23:02:07 11/02/20,44,37,39,36,39,37,47,37,,,29,59,9,4592.13,,30,59,12,4592.13,,29,62,11,4592.13,,28,56,12,4592.13,,29,62,14,4592.13,,27,56,14,4592.13,,29,56,67,4592.13,,28,58,19,4592.13,39.8,
23:02:17 11/02/20,33,32,33,30,31,31,32,31,,,29,59,7,1197.95,,30,59,17,1197.95,,29,62,15,1197.95,,28,56,12,1197.95,,29,62,3,1197.95,,27,56,4,1197.95,,29,56,6,1197.95,,28,58,8,1197.95,5.4,
23:02:27 11/02/20,33,32,31,31,32,30,31,30,,,29,59,5,798.63,,30,59,11,798.63,,29,62,10,798.63,,28,56,8,798.63,,29,62,8,798.63,,27,56,0,798.63,,29,56,1,798.63,,28,58,7,798.63,4.9,
23:02:37 11/02/20,33,32,32,31,32,31,32,31,,,29,59,16,1597.26,,30,59,10,1597.26,,29,62,19,1597.26,,28,56,8,1597.26,,29,62,13,1597.26,,27,56,6,1597.26,,29,56,22,1597.26,,28,58,8,1597.26,6.4,
23:02:47 11/02/20,32,31,31,30,31,30,30,29,,,29,59,4,798.63,,30,59,3,798.63,,29,62,12,798.63,,28,56,1,798.63,,29,62,1,798.63,,27,56,1,798.63,,29,56,1,798.63,,28,58,4,798.63,6.1,
23:02:57 11/02/20,32,32,32,30,32,31,31,29,,,29,59,10,1497.44,,30,59,17,1497.44,,29,62,13,1497.44,,28,56,3,1497.44,,29,62,8,1497.44,,27,56,7,1497.44,,29,56,10,1497.44,,28,58,8,1497.44,9.7,
23:03:07 11/02/20,33,32,32,30,32,31,32,31,,,29,59,13,1697.09,,30,59,18,1697.09,,29,62,10,1697.09,,28,56,6,1697.09,,29,62,9,1697.09,,27,56,3,1697.09,,29,56,4,1697.09,,28,58,6,1697.09,12.0,
23:03:17 11/02/20,33,31,32,30,32,31,31,30,,,29,59,8,1896.75,,30,59,12,1896.75,,29,62,12,1896.75,,28,56,6,1896.75,,29,62,5,1896.75,,27,56,3,1896.75,,29,56,3,1896.75,,28,58,3,1896.75,8.6,
23:03:27 11/02/20,33,32,32,30,32,30,31,30,,,29,59,6,1297.78,,30,59,25,1297.78,,29,62,9,1297.78,,28,56,8,1297.78,,29,62,8,1297.78,,27,56,6,1297.78,,29,56,5,1297.78,,28,58,11,1297.78,12.7,
23:03:37 11/02/20,31,31,31,30,32,29,30,29,,,29,59,10,898.46,,30,59,2,898.46,,29,62,3,898.46,,28,56,5,898.46,,29,62,8,898.46,,27,56,0,898.46,,29,56,0,898.46,,28,58,10,898.46,6.8,
23:03:47 11/02/20,31,31,30,29,31,29,30,29,,,29,59,3,1098.12,,30,59,10,1098.12,,29,62,11,1098.12,,28,56,2,1098.12,,29,62,3,1098.12,,27,56,5,1098.12,,29,56,3,1098.12,,28,58,5,1098.12,5.3,
23:03:57 11/02/20,31,31,31,29,31,29,29,28,,,29,59,3,798.63,,30,59,5,798.63,,29,62,6,798.63,,28,56,3,798.63,,29,62,9,798.63,,27,56,0,798.63,,29,56,5,798.63,,28,58,6,798.63,5.3,
23:04:07 11/02/20,30,30,30,29,31,29,30,28,,,29,59,4,798.63,,30,59,3,798.63,,29,62,7,798.63,,28,56,4,798.63,,29,62,6,798.63,,27,56,4,798.63,,29,56,0,798.63,,28,58,11,798.63,6.4,
23:04:17 11/02/20,33,32,33,30,31,31,31,30,,,29,59,12,798.63,,30,59,3,798.63,,29,62,5,798.63,,28,56,12,798.63,,29,62,11,798.63,,27,56,2,798.63,,29,56,45,798.63,,28,58,42,798.63,34.7,
23:04:27 11/02/20,30,31,30,29,30,28,29,28,,,29,59,3,1098.12,,30,59,4,1098.12,,29,62,9,1098.12,,28,56,5,1098.12,,29,62,14,1098.12,,27,56,0,1098.12,,29,56,3,1098.12,,28,58,6,1098.12,4.2,
23:04:37 11/02/20,30,31,30,28,30,28,29,29,,,29,59,9,1098.12,,30,59,7,1098.12,,29,62,14,1098.12,,28,56,3,1098.12,,29,62,23,1098.12,,27,56,4,1098.12,,29,56,3,1098.12,,28,58,6,1098.12,5.9,
23:04:47 11/02/20,31,31,31,29,31,29,29,28,,,29,59,2,4691.96,,30,59,5,4691.96,,29,62,13,4691.96,,28,56,2,4691.96,,29,62,13,4691.96,,27,56,3,4691.96,,29,56,2,4691.96,,28,58,3,4691.96,5.4,
23:04:57 11/02/20,31,31,30,28,31,28,29,28,,,29,59,4,1098.12,,30,59,4,1098.12,,29,62,6,1098.12,,28,56,3,1098.12,,29,62,4,1098.12,,27,56,0,1098.12,,29,56,4,1098.12,,28,58,3,1098.12,5.8,
23:05:07 11/02/20,31,31,30,28,30,28,29,28,,,29,59,3,798.63,,30,59,11,798.63,,29,62,11,798.63,,28,56,2,798.63,,29,62,13,798.63,,27,56,0,798.63,,29,56,5,798.63,,28,58,0,798.63,5.3,
23:05:17 11/02/20,31,31,30,28,30,28,29,28,,,29,59,0,798.63,,30,59,0,798.63,,29,62,13,798.63,,28,56,3,798.63,,29,62,13,798.63,,27,56,0,798.63,,29,56,3,798.63,,28,58,3,798.63,6.0,
23:05:27 11/02/20,30,30,31,29,30,29,29,28,,,29,59,3,898.46,,30,59,5,898.46,,29,62,6,898.46,,28,56,0,898.46,,29,62,9,898.46,,27,56,0,898.46,,29,56,1,898.46,,28,58,1,898.46,5.1,
23:05:37 11/02/20,30,30,30,29,30,29,29,28,,,29,59,5,1397.61,,30,59,4,1397.61,,29,62,8,1397.61,,28,56,2,1397.61,,29,62,0,1397.61,,27,56,2,1397.61,,29,56,5,1397.61,,28,58,4,1397.61,5.2,
23:05:47 11/02/20,30,31,29,28,30,29,29,28,,,29,59,2,798.63,,30,59,11,798.63,,29,62,3,798.63,,28,56,5,798.63,,29,62,3,798.63,,27,56,0,798.63,,29,56,0,798.63,,28,58,7,798.63,5.5,
23:05:57 11/02/20,30,31,30,28,29,28,29,27,,,29,59,5,1197.95,,30,59,16,1197.95,,29,62,17,1197.95,,28,56,6,1197.95,,29,62,8,1197.95,,27,56,3,1197.95,,29,56,5,1197.95,,27,58,3,1197.95,4.8,
23:06:07 11/02/20,30,30,29,28,30,28,29,28,,,29,59,6,798.63,,30,59,6,798.63,,29,62,3,798.63,,28,56,3,798.63,,29,62,16,798.63,,27,56,2,798.63,,29,56,2,798.63,,27,58,2,798.63,6.0,
23:06:17 11/02/20,30,30,30,28,30,28,29,28,,,29,59,8,798.63,,30,59,6,798.63,,29,62,12,798.63,,28,56,6,798.63,,29,62,8,798.63,,27,56,6,798.63,,28,56,6,798.63,,27,58,8,798.63,9.6,
23:06:27 11/02/20,29,29,30,28,29,28,28,29,,,29,59,6,798.63,,29,59,14,798.63,,29,62,13,798.63,,28,56,14,798.63,,29,62,8,798.63,,27,56,3,798.63,,28,56,3,798.63,,27,58,8,798.63,5.4,
23:06:37 11/02/20,31,31,30,29,30,29,29,28,,,29,59,7,1297.78,,29,59,6,1297.78,,29,62,9,1297.78,,28,56,1,1297.78,,29,62,7,1297.78,,27,56,4,1297.78,,28,56,2,1297.78,,27,58,6,1297.78,7.4,
23:06:47 11/02/20,31,31,30,28,30,28,29,28,,,29,59,5,798.63,,29,59,11,798.63,,29,62,6,798.63,,28,56,3,798.63,,29,62,5,798.63,,27,56,5,798.63,,28,56,0,798.63,,27,58,5,798.63,5.7,
23:06:57 11/02/20,32,31,31,28,30,29,29,29,,,29,59,5,798.63,,29,59,8,798.63,,29,62,8,798.63,,28,56,7,798.63,,29,62,5,798.63,,27,56,2,798.63,,28,56,1,798.63,,27,58,2,798.63,4.4,
23:07:07 11/02/20,36,31,31,29,31,29,29,30,,,29,59,8,4691.96,,29,59,19,4691.96,,29,62,11,4691.96,,28,56,11,4691.96,,29,62,8,4592.13,,27,56,5,4691.96,,28,56,8,4691.96,,27,58,8,4691.96,5.5,
23:07:17 11/02/20,30,31,30,28,30,28,28,28,,,29,59,10,998.29,,29,59,13,998.29,,29,62,10,998.29,,28,56,7,998.29,,29,62,2,998.29,,27,56,5,998.29,,28,56,2,998.29,,27,58,2,998.29,10.2,
23:07:27 11/02/20,30,30,30,28,30,27,29,28,,,29,59,4,798.63,,29,59,10,798.63,,29,62,15,798.63,,28,56,5,798.63,,29,62,5,798.63,,27,56,1,798.63,,28,56,1,798.63,,27,58,12,798.63,4.7,
23:07:37 11/02/20,30,30,29,28,30,29,29,28,,,29,59,13,798.63,,29,59,8,798.63,,29,62,9,798.63,,28,56,5,798.63,,29,62,6,798.63,,27,56,3,798.63,,28,56,3,798.63,,27,58,8,798.63,6.0,
23:07:47 11/02/20,31,31,30,29,30,28,29,29,,,29,59,6,3394.19,,29,59,8,3394.19,,29,62,6,3394.19,,28,56,6,3394.19,,29,62,6,3394.19,,27,56,1,3394.19,,28,56,1,3394.19,,27,58,4,3394.19,10.0,
23:07:57 11/02/20,30,31,30,28,30,28,29,28,,,29,59,4,1697.09,,29,59,9,1697.09,,29,62,10,1697.09,,28,56,4,1697.09,,29,62,10,1697.09,,27,56,2,1697.09,,28,56,1,1697.09,,27,58,4,1697.09,6.1,
23:08:07 11/02/20,30,30,30,28,30,28,29,27,,,29,59,11,798.63,,29,59,15,798.63,,29,62,15,798.63,,28,56,7,798.63,,29,62,6,798.63,,27,56,1,798.63,,28,56,3,798.63,,27,58,4,798.63,4.6,
23:08:17 11/02/20,29,31,29,28,30,28,29,28,,,29,59,3,798.63,,29,59,5,798.63,,29,62,5,798.63,,28,56,5,798.63,,29,62,13,798.63,,27,56,0,798.63,,28,56,0,798.63,,27,58,10,798.63,6.4,
23:08:27 11/02/20,30,30,29,28,29,28,29,28,,,29,59,5,798.63,,29,59,6,798.63,,29,62,13,798.63,,28,56,0,798.63,,29,62,11,798.63,,27,56,0,798.63,,28,56,0,798.63,,27,58,9,798.63,6.0,
23:08:37 11/02/20,30,30,30,28,30,28,29,28,,,29,59,5,798.63,,29,59,23,798.63,,29,62,14,798.63,,28,56,11,798.63,,29,62,11,798.63,,27,56,0,798.63,,28,56,3,798.63,,27,58,5,798.63,6.4,
23:08:47 11/02/20,30,31,30,28,30,28,29,31,,,29,59,5,4691.96,,29,59,16,4691.96,,29,62,25,4691.96,,28,56,6,4691.96,,29,62,8,4691.96,,27,56,2,4691.96,,28,56,3,4691.96,,27,58,5,4691.96,5.4,
23:08:57 11/02/20,31,30,29,28,30,27,29,27,,,29,59,6,798.63,,29,59,3,798.63,,29,62,8,798.63,,28,56,5,798.63,,29,62,9,798.63,,27,56,0,798.63,,28,56,3,798.63,,27,58,3,798.63,5.3,
23:09:07 11/02/20,30,30,29,28,29,28,29,28,,,29,59,7,1098.12,,29,59,24,1098.12,,29,62,20,1098.12,,28,56,3,1098.12,,29,62,6,1098.12,,27,56,1,1098.12,,28,56,4,1098.12,,27,58,6,1098.12,5.3,
23:09:17 11/02/20,30,30,30,29,30,28,29,28,,,29,59,12,998.29,,29,59,1,998.29,,29,62,8,998.29,,28,56,3,998.29,,29,62,4,998.29,,27,56,11,998.29,,28,56,14,998.29,,27,58,4,998.29,16.5,
23:09:27 11/02/20,30,30,29,28,30,28,29,28,,,29,59,6,798.63,,29,59,3,798.63,,29,62,9,798.63,,28,56,3,798.63,,29,62,5,798.63,,27,56,0,798.63,,28,56,0,798.63,,27,58,6,798.63,5.6,
23:09:37 11/02/20,30,31,30,28,30,28,29,28,,,29,59,8,1397.61,,29,59,3,1397.61,,29,62,6,1397.61,,28,56,3,1397.61,,29,62,9,1397.61,,27,56,0,1397.61,,28,56,1,1397.61,,27,58,4,1397.61,5.9,
23:09:47 11/02/20,31,29,29,28,29,28,29,28,,,29,59,7,798.63,,29,59,7,798.63,,29,62,12,798.63,,28,56,3,798.63,,29,62,6,798.63,,27,56,3,798.63,,28,56,1,798.63,,27,58,4,798.63,5.5,
23:09:57 11/02/20,30,30,29,29,30,27,29,28,,,29,59,6,798.63,,29,59,5,798.63,,29,62,6,798.63,,28,56,4,798.63,,29,62,6,798.63,,27,56,0,798.63,,28,56,1,798.63,,27,58,3,798.63,5.0,
23:10:07 11/02/20,30,30,29,28,30,28,29,28,,,29,59,6,798.63,,29,59,6,798.63,,29,62,6,798.63,,28,56,3,798.63,,29,62,9,798.63,,27,56,0,798.63,,28,56,1,798.63,,27,58,6,798.63,5.1,
23:10:17 11/02/20,31,31,30,28,30,28,29,27,,,29,59,6,1397.61,,29,59,3,1397.61,,29,62,9,1397.61,,28,56,0,1397.61,,29,62,9,1397.61,,27,56,1,1397.61,,28,56,0,1397.61,,27,58,3,1397.61,5.1,
23:10:27 11/02/20,29,30,30,28,29,28,29,27,,,29,59,7,798.63,,29,59,9,798.63,,29,62,4,798.63,,28,56,2,798.63,,28,62,15,798.63,,27,56,5,798.63,,28,56,1,798.63,,27,58,10,798.63,6.2,
23:10:37 11/02/20,29,30,30,28,30,28,29,27,,,29,59,5,798.63,,29,59,5,798.63,,29,62,8,798.63,,27,56,6,798.63,,28,62,9,798.63,,27,56,0,798.63,,28,56,2,798.63,,27,58,5,798.63,5.5,
23:10:47 11/02/20,30,30,29,28,30,28,29,27,,,29,59,6,898.46,,29,59,6,898.46,,29,62,14,898.46,,27,56,9,898.46,,28,62,7,898.46,,27,56,3,898.46,,28,56,3,898.46,,27,58,6,898.46,5.1,
23:10:57 11/02/20,30,29,29,28,29,29,29,28,,,29,59,8,798.63,,29,59,0,798.63,,29,62,8,798.63,,27,56,0,798.63,,28,62,11,798.63,,27,56,0,798.63,,28,56,0,798.63,,27,58,8,798.63,5.6,
23:11:07 11/02/20,29,30,29,28,29,28,28,28,,,29,59,2,798.63,,29,59,0,798.63,,29,62,8,798.63,,27,56,5,798.63,,28,62,8,798.63,,27,56,0,798.63,,27,56,5,798.63,,27,58,5,798.63,5.3,
23:11:17 11/02/20,29,30,29,28,30,28,28,28,,,29,59,13,1397.61,,29,59,7,1397.61,,29,62,7,1397.61,,27,56,4,1397.61,,28,62,11,1397.61,,27,56,5,1397.61,,27,56,5,1397.61,,27,58,16,1397.61,11.7,
23:11:27 11/02/20,29,30,29,28,30,28,28,27,,,29,59,4,1597.26,,29,59,13,1597.26,,29,62,15,1597.26,,27,56,10,1597.26,,28,62,10,1597.26,,27,56,0,1597.26,,27,56,4,1597.26,,27,58,4,1597.26,5.0,
23:11:37 11/02/20,30,30,30,28,29,28,29,27,,,29,59,3,798.63,,29,59,3,798.63,,29,62,9,798.63,,27,56,5,798.63,,28,62,16,798.63,,27,56,0,798.63,,27,56,3,798.63,,27,58,5,798.63,5.6,
23:11:47 11/02/20,30,30,29,28,29,28,29,28,,,29,59,3,998.29,,29,59,1,998.29,,29,62,9,998.29,,27,56,5,998.29,,28,62,4,998.29,,27,56,0,998.29,,27,56,0,998.29,,27,58,4,998.29,5.9,
23:11:57 11/02/20,29,30,29,28,29,28,28,27,,,29,59,2,798.63,,29,59,5,798.63,,29,62,14,798.63,,27,56,5,798.63,,28,62,14,798.63,,27,56,2,798.63,,27,56,2,798.63,,27,58,7,798.63,5.3,
23:12:07 11/02/20,30,29,29,28,29,29,29,28,,,29,59,8,1197.95,,29,59,8,1197.95,,29,62,4,1197.95,,27,56,4,1197.95,,28,62,16,1197.95,,27,56,4,1197.95,,27,56,8,1197.95,,27,58,9,1197.95,4.8,
23:12:17 11/02/20,31,30,30,28,29,28,28,28,,,29,59,6,1197.95,,29,59,19,1197.95,,29,62,13,1197.95,,27,56,14,1197.95,,28,62,14,1197.95,,27,56,0,1197.95,,27,56,3,1197.95,,27,58,6,1197.95,4.8,
23:12:27 11/02/20,30,30,30,28,30,28,29,27,,,29,59,10,798.63,,29,59,8,798.63,,29,62,5,798.63,,27,56,3,798.63,,28,62,7,798.63,,27,56,3,798.63,,27,56,5,798.63,,27,58,7,798.63,14.2,
23:12:37 11/02/20,29,30,30,28,29,28,28,28,,,29,59,7,1597.26,,29,59,7,1597.26,,29,62,14,1597.26,,27,56,5,1597.26,,28,62,10,1597.26,,27,56,0,1597.26,,27,56,0,1597.26,,27,58,10,1597.26,4.2,
23:12:47 11/02/20,33,33,33,32,34,31,33,32,,,29,59,16,798.63,,29,59,10,798.63,,29,62,13,798.63,,27,56,7,798.63,,28,62,12,798.63,,27,56,6,798.63,,27,56,26,798.63,,27,58,19,798.63,19.3,
23:12:57 11/02/20,30,30,29,28,29,28,28,27,,,29,59,9,2895.04,,29,59,1,2595.55,,29,62,9,2595.55,,27,56,1,2595.55,,28,62,1,2595.55,,27,56,1,2595.55,,27,56,3,2595.55,,27,58,7,2595.55,4.7,
23:13:07 11/02/20,30,31,29,28,29,28,28,27,,,29,59,6,1197.95,,29,59,5,1197.95,,29,62,3,1197.95,,27,56,5,1197.95,,28,62,11,1197.95,,27,56,2,1197.95,,27,56,0,1197.95,,27,58,3,1197.95,5.7,
23:13:17 11/02/20,29,30,30,28,30,28,29,27,,,29,59,5,1098.12,,29,59,14,1098.12,,29,62,10,1098.12,,27,56,6,1098.12,,28,62,14,1098.12,,27,56,3,1098.12,,27,56,3,1098.12,,27,58,13,1098.12,5.7,
23:13:27 11/02/20,30,30,30,28,29,28,29,28,,,29,59,7,998.29,,29,59,14,998.29,,29,62,10,998.29,,27,56,6,998.29,,28,62,9,998.29,,27,56,3,998.29,,27,56,4,998.29,,27,58,3,998.29,6.5,
23:13:37 11/02/20,30,30,30,28,30,28,29,27,,,29,59,11,3194.53,,29,59,11,3194.53,,29,62,8,3194.53,,27,56,10,3194.53,,28,62,5,3194.53,,27,56,3,3194.53,,27,56,3,3194.53,,27,58,3,3194.53,5.2,
23:13:47 11/02/20,29,30,29,28,29,28,28,28,,,29,59,10,798.63,,29,59,14,798.63,,29,62,8,798.63,,27,56,10,798.63,,28,62,7,798.63,,27,56,2,798.63,,27,56,0,798.63,,27,58,3,798.63,7.2,
