CPUID:,0x906ED
Processor:,Intel Core i7 9700K (Coffee Lake)
Platform:,LGA 1151 (Socket H4)
Revision:,R0
Lithography:,14nm

Session start:,22:14:57 - November 02 - 2020

Time,Core 0 Temp. (�),Core 1 Temp. (�),Core 2 Temp. (�),Core 3 Temp. (�),Core 4 Temp. (�),Core 5 Temp. (�),Core 6 Temp. (�),Core 7 Temp. (�),,Core 0,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 1,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 2,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 3,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 4,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 5,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 6,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),Core 7,Low temp. (�),High temp. (�),Core load (%),Core speed (MHz),CPU 0 Power,
00:20:04 11/03/20,31,32,31,29,31,29,31,29,,,28,63,13,998.29,,28,62,5,998.29,,28,67,3,998.29,,27,65,6,998.29,,28,67,3,998.29,,27,62,8,998.29,,27,64,3,998.29,,26,65,6,998.29,12.6,
00:20:14 11/03/20,31,31,31,29,31,29,29,29,,,28,63,5,1197.95,,28,62,13,1197.95,,28,67,11,1197.95,,27,65,6,1197.95,,28,67,3,1197.95,,27,62,6,1197.95,,27,64,3,1197.95,,26,65,6,1197.95,12.0,
00:20:24 11/03/20,31,32,31,29,31,29,29,29,,,28,63,9,3793.50,,28,62,3,3793.50,,28,67,4,3793.50,,27,65,7,3793.50,,28,67,12,3793.50,,27,62,6,3793.50,,27,64,1,3793.50,,26,65,9,3793.50,8.5,
00:20:34 11/03/20,33,33,33,31,32,31,32,31,,,28,63,16,1597.26,,28,62,16,1597.26,,28,67,11,1597.26,,27,65,5,1597.26,,28,67,14,1597.26,,27,62,8,1597.26,,27,64,3,1597.26,,26,65,14,1597.26,23.8,
00:20:44 11/03/20,32,31,31,29,31,30,30,29,,,28,63,18,798.63,,28,62,15,798.63,,28,67,13,798.63,,27,65,9,798.63,,28,67,5,798.63,,27,62,7,798.63,,27,64,10,798.63,,26,65,12,798.63,16.7,
00:20:54 11/03/20,31,31,30,30,30,29,30,29,,,28,63,14,998.29,,28,62,21,998.29,,28,67,6,998.29,,27,65,4,998.29,,28,67,8,998.29,,27,62,9,998.29,,27,64,8,998.29,,26,65,12,998.29,14.5,
00:21:04 11/03/20,33,33,33,31,32,31,31,31,,,28,63,3,4292.65,,28,62,17,4292.65,,28,67,5,4292.65,,27,65,8,4292.65,,28,67,8,4292.65,,27,62,4,4292.65,,27,64,8,4292.65,,26,65,12,4292.65,8.3,
00:21:14 11/03/20,31,31,31,28,30,29,29,29,,,28,63,8,998.29,,28,62,8,998.29,,28,67,7,998.29,,27,65,5,998.29,,28,67,2,998.29,,27,62,1,998.29,,27,64,5,998.29,,26,65,13,998.29,5.3,
00:21:24 11/03/20,30,31,31,29,30,29,29,29,,,28,63,19,998.29,,28,62,17,998.29,,28,67,13,998.29,,27,65,6,998.29,,28,67,7,998.29,,27,62,7,998.29,,27,64,7,998.29,,26,65,8,998.29,7.3,
00:21:34 11/03/20,31,32,31,29,30,29,30,29,,,28,63,5,798.63,,28,62,6,798.63,,28,67,8,798.63,,27,65,5,798.63,,28,67,16,798.63,,27,62,9,798.63,,27,64,1,798.63,,26,65,9,798.63,4.5,
00:21:44 11/03/20,31,31,31,29,31,30,31,30,,,28,63,34,1197.95,,28,62,52,1197.95,,28,67,38,1197.95,,27,65,36,1197.95,,28,67,41,1197.95,,27,62,36,1197.95,,27,64,31,1197.95,,26,65,38,1197.95,10.2,
00:21:54 11/03/20,37,37,40,35,33,32,35,33,,,28,63,16,4592.13,,28,62,18,4592.13,,28,67,10,4592.13,,27,65,10,4592.13,,28,67,23,4592.13,,27,62,12,4592.13,,27,64,9,4592.13,,26,65,13,4592.13,11.1,
00:22:04 11/03/20,31,31,30,29,30,29,30,28,,,28,63,4,3494.02,,28,62,3,3494.02,,28,67,2,3494.02,,27,65,2,3494.02,,28,67,2,3494.02,,27,62,1,3494.02,,27,64,2,3494.02,,26,65,2,3494.02,4.3,
00:22:14 11/03/20,31,31,30,29,30,28,29,29,,,28,63,11,798.63,,28,62,5,798.63,,28,67,5,798.63,,27,65,0,798.63,,28,67,2,798.63,,27,62,2,798.63,,27,64,0,798.63,,26,65,7,798.63,6.0,
00:22:24 11/03/20,31,31,30,29,30,29,29,29,,,28,63,8,798.63,,28,62,15,798.63,,28,67,9,798.63,,27,65,3,798.63,,28,67,12,798.63,,27,62,8,798.63,,27,64,2,798.63,,26,65,0,798.63,6.4,
00:22:34 11/03/20,31,31,31,29,30,29,29,29,,,28,63,9,798.63,,28,62,12,798.63,,28,67,6,798.63,,27,65,4,798.63,,28,67,7,798.63,,27,62,4,798.63,,27,64,4,798.63,,26,65,7,798.63,6.6,
00:22:44 11/03/20,31,31,30,29,30,29,29,29,,,28,63,11,798.63,,28,62,6,798.63,,28,67,9,798.63,,27,65,1,798.63,,28,67,14,798.63,,27,62,5,798.63,,27,64,0,798.63,,26,65,9,798.63,4.7,
00:22:54 11/03/20,31,31,30,28,30,29,29,29,,,28,63,8,798.63,,28,62,8,798.63,,28,67,3,798.63,,27,65,0,798.63,,28,67,11,798.63,,27,62,6,798.63,,27,64,5,798.63,,26,65,5,798.63,9.5,
00:23:04 11/03/20,30,30,31,29,30,29,29,29,,,28,63,14,1497.44,,28,62,7,1497.44,,28,67,8,1497.44,,27,65,2,1497.44,,28,67,8,1497.44,,27,62,8,1497.44,,27,64,2,1497.44,,26,65,10,1497.44,11.0,
00:23:14 11/03/20,31,31,30,29,30,28,29,29,,,28,63,4,1397.61,,28,62,12,1397.61,,28,67,7,1397.61,,27,65,7,1397.61,,28,67,9,1397.61,,27,62,7,1397.61,,27,64,4,1397.61,,26,65,9,1397.61,12.2,
00:23:24 11/03/20,31,30,30,29,31,29,30,30,,,28,63,9,1098.12,,28,62,16,1098.12,,28,67,8,1098.12,,27,65,6,1098.12,,28,67,0,1098.12,,27,62,6,1098.12,,27,64,9,1098.12,,26,65,3,1098.12,6.2,
00:23:34 11/03/20,32,32,31,30,31,29,31,30,,,28,63,3,3993.16,,28,62,18,3993.16,,28,67,11,3993.16,,27,65,7,3993.16,,28,67,7,3993.16,,27,62,8,3993.16,,27,64,7,3993.16,,26,65,13,3993.16,10.3,
00:23:44 11/03/20,31,31,30,30,31,28,29,28,,,28,63,5,1397.61,,28,62,2,1397.61,,28,67,2,1397.61,,27,65,7,1397.61,,28,67,4,1397.61,,27,62,4,1397.61,,27,64,5,1397.61,,26,65,8,1397.61,7.2,
00:23:54 11/03/20,31,31,30,28,31,29,29,29,,,28,63,13,798.63,,28,62,16,798.63,,28,67,4,798.63,,27,65,5,798.63,,28,67,4,798.63,,27,62,4,798.63,,27,64,4,798.63,,26,65,10,798.63,10.5,
00:24:04 11/03/20,31,31,30,29,31,29,29,29,,,28,63,4,798.63,,28,62,12,798.63,,28,67,4,798.63,,27,65,1,798.63,,28,67,6,798.63,,27,62,6,798.63,,27,64,3,798.63,,26,65,3,798.63,5.9,
00:24:14 11/03/20,30,30,30,29,30,29,29,29,,,28,63,6,1297.78,,28,62,17,1297.78,,28,67,9,1297.78,,27,65,9,1297.78,,28,67,4,1297.78,,27,62,2,1297.78,,27,64,1,1297.78,,26,65,10,1297.78,6.0,
00:24:24 11/03/20,31,31,30,28,30,29,29,29,,,28,63,13,1297.78,,28,62,5,1297.78,,28,67,5,1297.78,,27,65,2,1297.78,,28,67,5,1297.78,,27,62,5,1297.78,,27,64,5,1297.78,,26,65,5,1297.78,6.3,
00:24:34 11/03/20,31,30,31,29,30,30,29,29,,,28,63,10,798.63,,28,62,5,798.63,,28,67,8,798.63,,27,65,8,798.63,,28,67,5,798.63,,27,62,2,798.63,,27,64,2,798.63,,26,65,8,798.63,4.7,
00:24:44 11/03/20,32,32,32,30,31,29,29,30,,,28,63,10,4592.13,,28,62,12,4592.13,,28,67,1,4592.13,,27,65,9,4592.13,,28,67,7,4592.13,,27,62,6,4592.13,,27,64,2,4592.13,,26,65,10,4592.13,5.1,
00:24:54 11/03/20,31,31,30,29,31,29,29,29,,,28,63,7,798.63,,28,62,11,798.63,,28,67,4,798.63,,27,65,5,798.63,,28,67,10,798.63,,27,62,7,798.63,,27,64,4,798.63,,26,65,7,798.63,13.4,
00:25:04 11/03/20,30,31,29,28,30,29,29,28,,,28,63,8,798.63,,28,62,14,798.63,,28,67,9,798.63,,27,65,2,798.63,,28,67,6,798.63,,27,62,3,798.63,,27,64,2,798.63,,26,65,10,798.63,8.0,
00:25:14 11/03/20,30,31,31,29,31,29,29,29,,,28,63,7,3194.53,,28,62,4,3194.53,,28,67,4,3194.53,,27,65,4,3194.53,,28,67,10,3194.53,,27,62,5,3194.53,,27,64,4,3194.53,,26,65,7,3194.53,6.4,
00:25:24 11/03/20,31,31,31,30,31,29,29,29,,,28,63,4,1896.75,,28,62,19,1896.75,,28,67,12,1896.75,,27,65,6,1896.75,,28,67,11,1896.75,,27,62,3,1896.75,,27,64,1,1896.75,,26,65,7,1896.75,8.6,
00:25:34 11/03/20,32,32,31,30,32,30,31,29,,,28,63,3,3993.16,,28,62,8,3993.16,,28,67,1,3993.16,,27,65,1,3993.16,,28,67,4,3993.16,,27,62,4,3993.16,,27,64,4,3993.16,,26,65,4,3993.16,11.2,
00:25:44 11/03/20,31,34,32,29,32,30,31,29,,,28,63,10,4691.96,,28,62,15,4691.96,,28,67,12,4691.96,,27,65,2,4691.96,,28,67,12,4691.96,,27,62,5,4691.96,,27,64,1,4691.96,,26,65,5,4691.96,4.9,
00:25:54 11/03/20,31,30,30,29,30,28,29,28,,,28,63,14,1197.95,,28,62,6,1197.95,,28,67,3,1197.95,,27,65,6,1197.95,,28,67,4,1197.95,,27,62,3,1197.95,,27,64,3,1197.95,,26,65,6,1197.95,9.4,
00:26:04 11/03/20,35,34,34,31,32,31,32,32,,,28,63,8,4492.31,,28,62,13,4592.13,,28,67,5,4691.96,,27,65,3,4592.13,,28,67,11,4492.31,,27,62,1,4592.13,,27,64,5,4691.96,,26,65,11,4691.96,15.2,
00:26:14 11/03/20,31,30,31,29,31,29,29,29,,,28,63,16,2395.90,,28,62,11,2395.90,,28,67,9,2395.90,,27,65,3,2395.90,,28,67,5,2395.90,,27,62,3,2395.90,,27,64,3,2395.90,,26,65,11,2395.90,6.0,
00:26:24 11/03/20,30,30,30,29,30,28,29,28,,,28,63,5,898.46,,28,62,7,898.46,,28,67,4,898.46,,27,65,2,898.46,,28,67,2,898.46,,27,62,4,898.46,,27,64,2,898.46,,26,65,5,898.46,6.2,
00:26:34 11/03/20,36,35,45,34,41,36,36,36,,,28,63,4,4592.13,,28,62,15,4492.31,,28,67,15,4492.31,,27,65,18,4592.13,,28,67,40,4592.13,,27,62,10,4592.13,,27,64,26,4592.13,,26,65,16,4592.13,43.7,
00:26:44 11/03/20,31,31,30,29,31,29,30,29,,,28,63,7,1297.78,,28,62,10,1297.78,,28,67,10,1297.78,,27,65,5,1297.78,,28,67,13,1297.78,,27,62,8,1297.78,,27,64,2,1297.78,,26,65,7,1297.78,5.3,
00:26:54 11/03/20,30,30,30,29,30,29,29,29,,,28,63,7,1297.78,,28,62,13,1297.78,,28,67,13,1297.78,,27,65,15,1297.78,,28,67,10,1297.78,,27,62,5,1297.78,,27,64,5,1297.78,,26,65,7,1297.78,8.1,
00:27:04 11/03/20,35,34,38,33,34,33,34,33,,,28,63,15,4691.96,,28,62,39,4691.96,,28,67,21,4691.96,,27,65,12,4691.96,,28,67,11,4592.13,,27,62,20,4691.96,,27,64,17,4691.96,,26,65,15,4691.96,27.3,
00:27:14 11/03/20,33,32,32,30,31,30,31,30,,,28,63,11,798.63,,28,62,30,798.63,,28,67,25,798.63,,27,65,11,798.63,,28,67,12,798.63,,27,62,14,798.63,,27,64,9,798.63,,26,65,16,798.63,17.1,
00:27:24 11/03/20,31,30,31,30,31,29,30,30,,,28,63,12,1597.26,,28,62,10,1597.26,,28,67,9,1597.26,,27,65,4,1597.26,,28,67,17,1597.26,,27,62,7,1597.26,,27,64,4,1597.26,,26,65,7,1597.26,6.0,
00:27:34 11/03/20,31,31,30,30,31,29,30,29,,,28,63,2,798.63,,28,62,6,798.63,,28,67,6,798.63,,27,65,5,798.63,,28,67,8,798.63,,27,62,3,798.63,,27,64,2,798.63,,26,65,5,798.63,6.1,
00:27:44 11/03/20,31,31,31,30,31,30,30,29,,,28,63,9,4092.99,,28,62,3,4092.99,,28,67,5,4092.99,,27,65,0,4092.99,,28,67,2,4092.99,,27,62,5,4092.99,,27,64,5,4092.99,,26,65,5,4092.99,7.7,
00:27:54 11/03/20,31,30,31,29,31,29,31,29,,,28,63,6,798.63,,28,62,19,798.63,,28,67,11,798.63,,27,65,3,798.63,,28,67,8,798.63,,27,62,3,798.63,,27,64,2,798.63,,26,65,5,798.63,17.2,
00:28:04 11/03/20,35,49,35,35,34,35,36,35,,,28,63,19,4592.13,,28,62,23,4691.96,,28,67,5,4592.13,,27,65,8,4691.96,,28,67,5,4691.96,,27,62,5,4691.96,,27,64,14,4691.96,,26,65,41,4592.13,33.7,
00:28:14 11/03/20,36,37,35,34,35,44,35,36,,,28,63,0,4691.96,,28,62,5,4691.96,,28,67,0,4691.96,,27,65,0,4691.96,,28,67,5,4691.96,,27,62,81,4691.96,,27,64,0,4691.96,,26,65,8,4691.96,32.2,
00:28:24 11/03/20,37,41,38,37,38,45,36,38,,,28,63,15,4492.31,,28,62,21,4592.13,,28,67,13,4592.13,,27,65,7,4592.13,,28,67,13,4592.13,,27,62,72,4592.13,,27,64,10,4592.13,,26,65,5,4592.13,44.2,
00:28:34 11/03/20,36,37,38,35,36,45,35,36,,,28,63,13,4492.31,,28,62,24,4592.13,,28,67,16,4592.13,,27,65,14,4592.13,,28,67,6,4592.13,,27,62,72,4592.13,,27,64,13,4592.13,,26,65,14,4592.13,40.9,
00:28:44 11/03/20,36,36,37,35,37,44,36,36,,,28,63,8,4592.13,,28,62,11,4492.31,,28,67,5,4592.13,,27,65,3,4691.96,,28,67,8,4691.96,,27,62,69,4691.96,,27,64,14,4691.96,,26,65,3,4691.96,30.1,
00:28:54 11/03/20,37,36,38,35,36,45,36,36,,,28,63,10,4592.13,,28,62,12,4691.96,,28,67,24,4592.13,,27,65,7,4691.96,,28,67,9,4691.96,,27,62,80,4691.96,,27,64,4,4691.96,,26,65,15,4691.96,41.6,
00:29:04 11/03/20,37,36,37,36,36,46,36,37,,,28,63,5,4592.13,,28,62,13,4592.13,,28,67,8,4592.13,,27,65,8,4592.13,,28,67,5,4592.13,,27,62,30,4592.13,,27,64,6,4592.13,,26,65,8,4592.13,26.2,
00:29:14 11/03/20,37,37,37,36,37,44,37,37,,,28,63,5,4492.31,,28,62,11,4492.31,,28,67,8,4592.13,,27,65,2,4592.13,,28,67,5,4492.31,,27,62,74,4592.13,,27,64,5,4492.31,,26,65,7,4592.13,30.8,
00:29:24 11/03/20,36,37,37,35,37,44,36,36,,,28,63,7,4592.13,,28,62,5,4592.13,,28,67,7,4592.13,,27,65,5,4592.13,,28,67,5,4592.13,,27,62,69,4592.13,,27,64,5,4691.96,,26,65,7,4691.96,30.9,
00:29:34 11/03/20,42,41,42,40,40,47,39,42,,,28,63,19,4592.13,,28,62,38,4592.13,,28,67,21,4492.31,,27,65,18,4492.31,,28,67,21,4592.13,,27,62,78,4592.13,,27,64,21,4592.13,,26,65,18,4592.13,42.8,
00:29:44 11/03/20,39,40,40,37,39,46,38,39,,,28,63,11,4592.13,,28,62,15,4592.13,,28,67,7,4592.13,,27,65,6,4592.13,,28,67,10,4592.13,,27,62,72,4492.31,,27,64,4,4592.13,,26,65,6,4492.31,29.1,
00:29:54 11/03/20,37,38,38,36,38,44,37,38,,,28,63,6,4592.13,,28,62,12,4592.13,,28,67,8,4592.13,,27,65,4,4691.96,,28,67,8,4691.96,,27,62,82,4691.96,,27,64,12,4592.13,,26,65,6,4492.31,32.0,
00:30:04 11/03/20,37,38,38,36,38,37,35,36,,,28,63,13,1197.95,,28,62,14,1197.95,,28,67,10,1197.95,,27,65,10,1597.26,,28,67,10,1597.26,,27,62,53,1597.26,,27,64,10,1597.26,,26,65,10,1597.26,29.6,
00:30:14 11/03/20,37,37,39,37,38,47,36,37,,,28,63,3,4592.13,,28,62,6,4592.13,,28,67,1,4592.13,,27,65,3,4592.13,,28,67,3,4592.13,,27,62,78,4592.13,,27,64,4,4592.13,,26,65,3,4592.13,30.8,
00:30:24 11/03/20,38,38,38,36,39,40,36,37,,,28,63,4,3194.53,,28,62,9,3194.53,,28,67,8,3194.53,,27,65,4,3194.53,,28,67,8,3194.53,,27,62,84,3194.53,,27,64,9,3194.53,,26,65,4,3194.53,35.7,
00:30:34 11/03/20,38,39,38,37,39,47,38,39,,,28,63,14,4592.13,,28,62,17,4592.13,,28,67,11,4592.13,,27,65,6,4592.13,,28,67,11,4592.13,,27,62,78,4592.13,,27,64,14,4592.13,,26,65,9,4592.13,33.4,
00:30:44 11/03/20,38,39,39,38,37,47,38,38,,,28,63,6,4592.13,,28,62,23,4592.13,,28,67,11,4592.13,,27,65,3,4592.13,,28,67,6,4592.13,,27,62,81,4592.13,,27,64,8,4592.13,,26,65,9,4592.13,35.7,
00:30:54 11/03/20,39,39,40,38,39,46,38,38,,,28,63,9,4492.31,,28,62,28,4492.31,,28,67,17,4492.31,,27,65,20,4492.31,,28,67,23,4592.13,,27,62,65,4592.13,,27,64,18,4592.13,,26,65,14,4592.13,38.1,
00:31:04 11/03/20,50,48,42,40,47,48,42,41,,,28,63,17,4592.13,,28,62,50,4592.13,,28,67,20,4592.13,,27,65,13,4592.13,,28,67,27,4592.13,,27,62,67,4592.13,,27,64,14,4592.13,,26,65,13,4592.13,44.2,
00:31:14 11/03/20,37,37,37,35,37,37,35,36,,,28,63,9,1597.26,,28,62,29,1597.26,,28,67,9,1597.26,,27,65,3,1597.26,,28,67,23,1597.26,,27,62,81,1597.26,,27,64,13,1597.26,,26,65,6,1597.26,36.6,
00:31:24 11/03/20,37,38,38,37,37,45,37,37,,,28,63,5,4592.13,,28,62,27,4592.13,,28,67,13,4592.13,,27,65,5,4592.13,,28,67,10,4592.13,,27,62,75,4592.13,,27,64,10,4592.13,,26,65,8,4592.13,29.9,
00:31:34 11/03/20,37,38,38,37,39,45,38,38,,,28,63,11,4592.13,,28,62,17,4592.13,,28,67,13,4592.13,,27,65,13,4592.13,,28,67,17,4592.13,,27,62,55,4592.13,,27,64,8,4592.13,,26,65,8,4592.13,45.5,
00:31:44 11/03/20,39,39,40,38,40,50,39,39,,,28,63,8,4691.96,,28,62,41,4691.96,,28,67,28,4592.13,,27,65,27,4691.96,,28,67,31,4691.96,,27,62,59,4691.96,,27,64,22,4691.96,,26,65,20,4691.96,58.2,
00:31:54 11/03/20,37,37,39,37,38,46,38,38,,,28,63,6,4592.13,,28,62,30,4592.13,,28,67,19,4592.13,,27,65,6,4592.13,,28,67,17,4592.13,,27,62,77,4592.13,,27,64,12,4592.13,,26,65,11,4592.13,26.0,
00:32:04 11/03/20,37,38,39,36,38,46,37,37,,,28,63,1,4592.13,,28,62,20,4592.13,,28,67,12,4592.13,,27,65,11,4592.13,,28,67,14,4592.13,,27,62,75,4592.13,,27,64,7,4592.13,,26,65,3,4592.13,24.0,
00:32:14 11/03/20,40,39,39,37,39,45,39,39,,,28,63,4,4592.13,,28,62,15,4592.13,,28,67,11,4592.13,,27,65,3,4492.31,,28,67,17,4592.13,,27,62,78,4592.13,,27,64,11,4592.13,,26,65,14,4592.13,39.1,
00:32:24 11/03/20,39,39,39,37,39,45,39,38,,,28,63,20,4592.13,,28,62,34,4592.13,,28,67,26,4592.13,,27,65,28,4592.13,,28,67,20,4592.13,,27,62,77,4592.13,,27,64,23,4592.13,,26,65,25,4592.13,50.9,
00:32:34 11/03/20,41,42,42,38,41,47,47,41,,,28,63,8,4492.31,,28,62,41,4492.31,,28,67,20,4492.31,,27,65,20,4592.13,,28,67,13,4592.13,,27,62,66,4492.31,,27,64,25,4492.31,,26,65,11,4592.13,22.1,
00:32:44 11/03/20,37,38,38,37,37,38,36,36,,,28,63,16,1197.95,,28,62,21,1197.95,,28,67,13,1197.95,,27,65,10,1197.95,,28,67,13,1197.95,,27,62,72,1197.95,,27,64,10,1197.95,,26,65,4,1197.95,43.8,
00:32:54 11/03/20,37,38,38,37,38,48,37,39,,,28,63,5,4592.13,,28,62,27,4592.13,,28,67,13,4592.13,,27,65,13,4592.13,,28,67,24,4592.13,,27,62,71,4592.13,,27,64,15,4592.13,,26,65,10,4592.13,36.6,
00:33:04 11/03/20,36,37,37,35,36,45,36,36,,,28,63,14,4592.13,,28,62,33,4592.13,,28,67,12,4592.13,,27,65,7,4592.13,,28,67,13,4592.13,,27,62,57,4592.13,,27,64,10,4592.13,,26,65,4,4592.13,27.1,
00:33:14 11/03/20,37,38,37,35,37,44,36,36,,,28,63,10,4592.13,,28,62,16,4592.13,,28,67,16,4592.13,,27,65,10,4592.13,,28,67,24,4592.13,,27,62,61,4592.13,,27,64,8,4592.13,,26,65,6,4592.13,45.9,
00:33:24 11/03/20,37,37,38,36,37,45,37,37,,,28,63,7,4592.13,,28,62,19,4691.96,,28,67,18,4691.96,,27,65,18,4691.96,,28,67,27,4691.96,,27,62,53,4691.96,,27,64,13,4691.96,,26,65,12,4691.96,37.5,
00:33:34 11/03/20,37,38,37,36,37,45,37,36,,,28,63,10,4492.31,,28,62,26,4592.13,,28,67,10,4592.13,,27,65,10,4592.13,,28,67,13,4592.13,,27,62,75,4592.13,,27,64,19,4592.13,,26,65,8,4592.13,33.1,
00:33:44 11/03/20,38,39,40,38,50,45,41,46,,,28,63,7,4492.31,,28,62,25,4592.13,,28,67,11,4492.31,,27,65,13,4592.13,,28,67,7,4492.31,,27,62,52,4592.13,,27,64,16,4592.13,,26,65,2,4492.31,31.7,
00:33:54 11/03/20,39,39,39,38,40,49,39,39,,,28,63,11,4592.13,,28,62,31,4592.13,,28,67,23,4592.13,,27,65,7,4592.13,,28,67,17,4592.13,,27,62,73,4592.13,,27,64,28,4592.13,,26,65,10,4592.13,55.5,
00:34:04 11/03/20,39,39,40,38,40,47,39,39,,,28,63,7,4592.13,,28,62,31,4592.13,,28,67,28,4592.13,,27,65,17,4592.13,,28,67,28,4592.13,,27,62,70,4592.13,,27,64,14,4592.13,,26,65,15,4592.13,39.4,
00:34:14 11/03/20,38,40,40,37,39,47,37,38,,,28,63,5,4592.13,,28,62,31,4592.13,,28,67,17,4592.13,,27,65,11,4592.13,,28,67,8,4592.13,,27,62,58,4592.13,,27,64,6,4592.13,,26,65,9,4592.13,39.0,
00:34:24 11/03/20,37,39,39,38,38,49,38,39,,,28,63,12,4492.31,,28,62,26,4592.13,,28,67,15,4592.13,,27,65,18,4691.96,,28,67,24,4691.96,,27,62,72,4691.96,,27,64,16,4691.96,,26,65,10,4691.96,55.7,
00:34:34 11/03/20,38,40,39,38,39,48,38,38,,,28,63,3,4492.31,,28,62,32,4592.13,,28,67,13,4592.13,,27,65,15,4691.96,,28,67,21,4691.96,,27,62,71,4691.96,,27,64,6,4691.96,,26,65,6,4691.96,46.4,
00:34:44 11/03/20,37,40,38,38,38,49,38,38,,,28,63,7,4592.13,,28,62,31,4592.13,,28,67,15,4592.13,,27,65,15,4592.13,,28,67,7,4592.13,,27,62,78,4592.13,,27,64,22,4592.13,,26,65,7,4592.13,43.4,
00:34:54 11/03/20,39,39,40,38,40,49,40,39,,,28,63,10,4592.13,,28,62,37,4592.13,,28,67,27,4592.13,,27,65,11,4592.13,,28,67,21,4592.13,,27,62,60,4592.13,,27,64,13,4592.13,,26,65,18,4592.13,46.0,
00:35:04 11/03/20,42,41,42,39,41,49,41,41,,,28,63,17,4492.31,,28,62,40,4592.13,,28,67,22,4592.13,,27,65,26,4592.13,,28,67,7,4592.13,,27,62,70,4592.13,,27,64,18,4592.13,,26,65,14,4592.13,58.7,
00:35:14 11/03/20,50,48,56,49,50,53,52,48,,,28,63,60,4492.31,,28,62,64,4492.31,,28,67,52,4492.31,,27,65,61,4492.31,,28,67,60,4492.31,,27,62,81,4592.13,,27,64,70,4592.13,,26,65,53,4492.31,107.5,
00:35:24 11/03/20,56,53,59,54,55,56,55,59,,,28,63,42,4492.31,,28,62,62,4492.31,,28,67,50,4492.31,,27,65,39,4492.31,,28,67,46,4492.31,,27,62,78,4492.31,,27,64,48,4492.31,,26,65,59,4492.31,86.3,
00:35:34 11/03/20,44,43,46,44,44,53,43,44,,,28,63,34,4592.13,,28,62,53,4492.31,,28,67,44,4492.31,,27,65,41,4592.13,,28,67,41,4592.13,,27,62,75,4592.13,,27,64,50,4592.13,,26,65,31,4592.13,77.5,
00:35:44 11/03/20,56,57,59,56,57,55,55,55,,,28,63,20,4492.31,,28,62,33,4492.31,,28,67,23,4492.31,,27,65,20,4492.31,,28,67,26,4492.31,,27,62,78,4492.31,,27,64,30,4492.31,,26,65,16,4492.31,62.9,
00:35:54 11/03/20,43,43,46,46,45,54,43,44,,,28,63,20,4492.31,,28,62,28,4492.31,,28,67,20,4492.31,,27,65,23,4492.31,,28,67,25,4492.31,,27,62,84,4492.31,,27,64,15,4492.31,,26,65,37,4492.31,64.9,
00:36:04 11/03/20,47,50,47,46,50,52,43,47,,,28,63,19,4492.31,,28,62,35,4492.31,,28,67,19,4492.31,,27,65,39,4492.31,,28,67,35,4492.31,,27,62,82,4492.31,,27,64,30,4492.31,,26,65,33,4492.31,68.9,
00:36:14 11/03/20,45,44,51,44,44,50,43,42,,,28,63,18,4592.13,,28,62,43,4592.13,,28,67,20,4592.13,,27,65,31,4592.13,,28,67,32,4492.31,,27,62,65,4592.13,,27,64,39,4592.13,,26,65,15,4592.13,61.8,
00:36:24 11/03/20,48,47,47,47,51,53,50,49,,,28,63,39,4492.31,,28,62,61,4492.31,,28,67,40,4592.13,,27,65,56,4492.31,,28,67,36,4492.31,,27,62,67,4592.13,,27,64,40,4492.31,,26,65,48,4592.13,74.1,
00:36:34 11/03/20,62,60,64,60,68,66,59,62,,,28,63,75,4492.31,,28,62,92,4492.31,,28,69,85,4492.31,,27,65,77,4492.31,,28,68,80,4492.31,,27,66,83,4492.31,,27,64,75,4492.31,,26,65,77,4492.31,119.0,
00:36:44 11/03/20,68,62,70,66,69,66,62,63,,,28,68,97,4492.31,,28,62,95,4492.31,,28,70,98,4492.31,,27,66,97,4492.31,,28,69,98,4492.31,,27,66,98,4492.31,,27,64,95,4492.31,,26,65,97,4492.31,125.8,
00:36:54 11/03/20,60,62,62,66,65,65,58,58,,,28,68,60,4492.31,,28,65,85,4492.31,,28,70,55,4492.31,,27,66,52,4492.31,,28,69,66,4492.31,,27,66,71,4492.31,,27,64,74,4492.31,,26,67,54,4492.31,106.2,
00:37:04 11/03/20,60,60,62,59,65,59,56,59,,,28,68,55,4492.31,,28,65,77,4492.31,,28,70,63,4492.31,,27,66,64,4492.31,,28,69,74,4492.31,,27,70,67,4492.31,,27,64,70,4492.31,,26,67,64,4492.31,107.2,
00:37:14 11/03/20,62,62,64,60,67,63,63,66,,,28,68,67,4492.31,,28,65,80,4492.31,,28,70,75,4492.31,,27,67,73,4492.31,,28,69,70,4492.31,,27,70,78,4492.31,,27,64,69,4492.31,,26,67,67,4492.31,108.2,
00:37:24 11/03/20,52,52,57,55,55,53,55,51,,,28,68,37,4492.31,,28,65,67,4492.31,,28,70,40,4592.13,,27,67,39,4492.31,,28,69,44,4592.13,,27,70,75,4492.31,,27,64,50,4492.31,,26,67,40,4492.31,82.9,
